pointid,ph_cacl2,ph_h20,ec,oc,caco3,p,n,k,Rel_soil_fertility_category
43623554,3,3,0,0,1,1,0,1,1
43623562,0,0,0,1,0,2,1,0,0
43623598,2,2,0,0,1,1,0,0,1
42083674,0,0,0,1,1,1,1,0,0
42223650,2,2,1,1,1,2,1,0,1
42223656,2,2,0,0,1,2,0,0,1
42243676,0,0,0,0,0,0,0,0,0
42303712,2,2,1,0,1,2,1,0,1
42323666,1,1,0,1,1,1,1,0,0
42343658,2,2,1,1,1,2,1,0,1
42363680,2,2,0,0,1,2,0,0,1
42403692,2,2,0,0,1,2,0,0,1
42443656,2,2,0,0,1,2,0,0,1
42443692,0,0,0,1,1,0,0,0,0
42463648,2,3,0,1,1,2,1,0,1
42543680,2,2,0,0,1,2,0,0,1
42543720,3,3,1,0,1,1,0,1,1
42583678,1,1,0,0,1,2,0,0,0
42583722,3,3,0,0,1,2,1,1,1
42603676,1,1,0,0,1,3,0,0,0
42623652,2,2,0,0,1,1,0,0,1
42663700,1,1,0,0,1,0,0,0,0
42663712,2,2,0,0,1,3,0,1,1
42683662,1,1,0,1,1,2,1,0,0
42723670,1,1,0,0,1,1,0,0,0
42763714,2,3,0,0,1,1,0,0,1
42843682,2,2,0,0,1,1,0,0,1
42863648,0,0,0,0,0,0,0,0,0
42863654,2,2,0,0,1,1,0,0,1
42883694,2,2,0,0,1,2,0,1,1
42903702,2,2,0,0,1,2,0,0,1
42943686,3,3,1,1,1,3,1,0,1
42943696,3,3,0,0,1,1,0,0,1
42983652,2,2,0,0,1,1,0,1,1
43043690,2,2,0,0,1,1,0,0,1
43063622,3,3,0,0,1,1,0,1,1
43063640,3,4,0,0,0,1,0,0,1
43103646,3,2,0,0,1,2,0,0,1
43123686,2,2,0,0,1,1,0,1,1
43123692,2,2,0,0,1,1,0,0,1
43163688,2,2,0,0,1,0,0,0,1
43183716,3,3,0,1,1,3,1,0,1
43203700,2,2,0,0,1,2,0,0,1
43223636,3,3,0,0,0,1,0,0,1
43223654,2,3,0,0,1,1,0,0,1
43223702,3,3,1,0,0,2,0,0,1
43263648,2,1,1,0,1,1,1,0,1
43303710,2,3,0,0,1,2,0,0,1
43323646,2,2,0,0,1,1,0,0,1
43343724,2,3,0,0,1,1,0,0,1
43583708,2,2,1,0,1,1,0,1,1
43623698,2,2,0,0,1,1,0,0,1
42263760,2,2,1,0,1,1,0,0,1
42363742,3,3,1,0,1,2,0,0,1
42423766,4,4,1,0,2,2,0,1,2
42583776,0,0,0,1,0,0,0,0,0
42723778,1,1,0,0,1,2,0,0,0
42883748,0,0,0,2,1,0,1,0,0
42903756,1,1,1,0,1,1,0,0,0
42903774,2,2,2,1,1,0,2,0,1
42923736,2,2,0,0,1,1,0,0,1
42923790,1,1,0,1,1,1,0,0,0
42963748,2,2,0,1,1,2,0,0,1
43043726,2,2,0,1,1,2,1,1,1
43043744,2,2,1,0,1,3,0,1,1
43083770,1,2,0,0,1,1,0,0,0
43143802,3,3,1,2,1,2,2,1,1
43163742,1,1,2,3,1,3,4,1,0
43163800,2,2,0,0,1,2,0,0,1
43163818,2,2,1,0,1,1,0,0,1
43183738,1,1,1,0,1,2,0,1,0
43183752,2,2,0,0,1,1,1,0,1
43223738,0,0,1,1,0,2,1,0,0
43223788,2,1,0,0,1,2,0,0,1
43283790,1,1,0,0,1,1,0,0,0
43283808,2,2,1,0,1,2,0,0,1
43303740,2,1,1,2,1,2,3,0,1
43303764,1,1,1,0,1,2,0,0,0
43303776,0,0,0,1,0,2,1,0,0
43343760,2,2,1,1,1,2,1,0,1
43343818,1,1,0,0,1,2,0,0,0
43363738,2,2,0,0,1,2,1,0,1
43383736,2,2,0,0,1,1,0,0,1
43423808,2,2,2,3,1,2,4,0,1
43483794,1,1,0,0,0,0,0,0,0
50343970,1,1,0,1,0,0,1,0,0
50504034,3,3,1,2,0,4,2,2,1
50543998,3,3,1,0,0,1,1,1,1
50644048,3,3,0,0,0,1,0,0,1
50723994,2,1,1,2,0,0,2,0,1
50964076,3,3,0,0,0,0,0,0,1
50984072,3,3,1,1,1,0,1,0,1
51184026,0,1,0,0,0,1,1,0,0
51224092,4,3,1,1,0,0,2,0,2
51244042,4,4,1,1,1,0,1,0,2
51264012,3,2,2,3,0,2,4,0,1
51264052,3,2,1,1,0,0,1,1,1
51344108,3,3,1,0,0,2,1,1,1
51364022,3,3,1,2,1,1,2,0,1
51404082,1,1,0,1,0,0,1,0,0
51424060,2,2,0,1,0,0,1,1,1
51424072,2,2,1,2,0,1,3,0,1
51424114,3,3,1,2,0,0,2,0,1
51444012,4,4,0,0,0,0,1,0,2
51464076,0,0,0,2,0,0,1,0,0
51464094,3,3,1,2,0,1,2,0,1
51484042,3,3,0,0,0,1,1,1,1
51504094,3,3,0,0,0,0,0,0,1
51524072,1,0,2,4,0,1,4,0,0
51524078,3,3,1,0,0,0,1,1,1
51564114,0,0,1,4,0,1,3,1,0
51604050,2,2,0,0,0,0,0,0,1
51624084,3,3,0,0,0,2,0,0,1
51644130,2,2,1,2,0,3,3,0,1
51684062,3,3,0,0,0,1,1,0,1
51684076,4,4,1,0,0,2,0,0,2
51704072,3,3,1,0,0,1,1,1,1
51723994,0,0,0,0,0,0,0,0,0
51724004,0,0,0,0,0,1,0,0,0
51724048,2,2,1,2,0,0,2,0,1
51724084,3,3,0,0,0,1,1,1,1
51724116,3,3,0,1,0,1,1,0,1
51764034,2,1,2,4,0,0,4,0,1
51764124,2,2,2,4,0,1,4,0,1
51804120,3,3,1,1,0,1,1,0,1
51824026,3,3,0,0,0,0,0,0,1
51824094,2,2,0,1,0,0,1,0,1
51843982,0,0,0,0,0,0,0,0,0
51864044,3,3,0,1,0,2,1,1,1
51904048,1,1,1,1,0,1,1,0,0
51904062,4,3,1,0,0,0,0,0,2
51944074,2,2,1,2,0,0,2,0,1
51944092,3,2,2,4,0,0,4,0,1
51944110,2,2,2,3,0,1,3,0,1
51944118,0,0,0,0,0,0,0,0,0
51944124,0,0,0,2,0,0,1,0,0
51963982,3,3,0,0,0,0,0,0,1
51963988,2,1,2,4,0,0,4,0,1
51964006,0,0,2,4,0,1,4,0,0
51984142,0,1,0,0,0,0,0,0,0
52004040,0,0,1,4,0,2,3,1,0
52004044,3,2,1,3,0,0,3,0,1
52004112,0,0,0,0,0,0,0,0,0
52043990,1,1,0,0,0,0,0,0,0
52044112,1,1,0,0,0,2,0,0,0
52084098,1,0,2,4,0,1,4,0,0
52124010,3,3,0,1,0,0,1,0,1
52124064,3,3,1,2,0,0,2,0,1
52144060,4,3,1,1,2,0,1,0,2
52144150,0,0,0,0,0,0,0,0,0
52184152,1,1,0,1,0,1,0,0,0
52204108,2,1,3,4,0,0,4,0,1
52223990,2,2,1,2,0,1,2,0,1
52224014,2,2,0,0,0,1,0,0,1
52224068,2,2,0,0,0,0,0,0,1
52224086,3,3,1,3,0,0,4,0,1
52244090,2,2,0,1,0,1,1,0,1
52263990,2,2,0,0,0,0,0,0,1
52264048,3,3,0,0,0,1,0,1,1
52264066,2,2,1,2,0,1,2,0,1
52264102,2,2,0,0,0,0,0,1,1
52303998,1,1,0,0,0,0,0,0,0
52304028,3,3,0,1,0,1,1,1,1
52304118,2,2,0,1,0,1,1,0,1
52324000,2,2,0,0,0,1,0,1,1
52324108,4,3,0,0,0,0,0,0,2
52344016,4,3,0,0,0,1,0,0,2
52344084,3,3,0,1,0,0,1,0,1
52363948,1,0,0,1,0,0,1,0,0
52364004,2,2,0,1,0,0,1,0,1
52364008,2,2,0,0,0,0,0,0,1
52364022,3,3,0,0,0,0,1,0,1
52364058,2,2,0,0,0,1,0,0,1
52364076,3,3,1,1,0,1,1,0,1
52384108,3,3,0,0,0,1,0,0,1
52384132,3,4,1,0,1,2,1,1,1
52384144,4,4,1,0,1,1,0,1,2
52404058,2,2,0,0,0,1,0,0,1
52404076,2,2,1,2,0,0,2,0,1
52424000,2,2,0,0,0,0,0,0,1
52424144,3,3,1,1,0,0,2,0,1
52444062,3,3,0,1,0,0,1,0,1
52444066,2,2,1,2,0,0,3,0,1
52444130,4,4,0,0,1,1,0,0,2
52484034,2,2,2,2,0,0,3,0,1
52484118,3,3,0,1,0,0,1,0,1
52484128,3,3,1,0,0,2,1,2,1
52484136,2,2,0,1,0,0,1,0,1
52504086,4,3,0,0,0,0,0,0,2
52504126,4,3,1,0,0,1,1,1,2
52523980,3,3,0,0,0,0,0,0,1
52524066,3,3,0,0,0,1,0,0,1
52524106,3,3,1,0,0,1,0,1,1
52524124,3,4,1,0,0,1,1,1,1
52544080,3,2,2,4,0,1,4,1,1
52564144,3,3,0,0,0,2,0,1,1
52583968,2,2,2,4,0,0,4,0,1
52583972,2,2,0,0,0,0,0,0,1
52584068,3,2,0,1,0,1,1,0,1
52584140,4,4,0,0,0,0,0,0,2
52624094,2,2,1,1,0,0,1,0,1
52624130,2,2,1,1,0,0,1,0,1
52624148,2,2,0,0,0,2,0,0,1
52643988,3,2,2,3,0,0,4,0,1
52664002,3,2,0,0,0,2,0,0,1
52664010,2,2,0,0,0,2,0,1,1
52664136,2,2,0,1,0,0,1,0,1
52684014,3,3,0,0,0,2,0,0,1
52684072,2,2,0,0,0,1,0,0,1
52704070,3,2,0,1,0,0,2,0,1
52724094,2,2,2,4,0,2,4,1,1
52744114,0,0,0,1,0,1,1,0,0
52744126,2,2,2,3,0,2,3,0,1
52763968,1,1,0,0,0,1,0,0,0
52764050,4,4,0,0,0,0,0,0,2
52764058,3,3,2,4,0,1,4,0,1
52764062,3,2,0,1,0,0,1,0,1
52783964,1,1,0,0,0,1,0,0,0
52784000,0,0,0,0,0,1,0,0,0
52804022,2,2,0,0,0,1,0,1,1
52804040,3,3,1,0,0,2,1,1,1
52804044,2,2,2,4,0,1,4,1,1
52804084,2,2,1,0,0,1,1,1,1
52804152,2,2,0,0,0,2,0,0,1
52823952,0,0,0,0,0,0,0,0,0
52823988,3,3,1,4,0,0,4,0,1
52843966,2,2,0,1,0,0,1,0,1
52844010,3,3,1,1,0,0,2,0,1
52844016,4,4,0,0,1,0,0,0,2
52844118,1,1,0,1,0,0,1,0,0
52844146,0,0,0,2,0,0,1,0,0
52864036,3,3,1,0,0,0,0,0,1
52883962,3,3,0,0,0,0,0,0,1
52884030,2,2,0,0,0,0,0,1,1
52884048,2,2,0,0,0,0,0,0,1
52884088,2,2,1,3,0,1,3,0,1
52903990,0,0,0,0,0,0,0,0,0
52943978,2,2,0,0,0,2,0,0,1
52944068,0,0,1,2,0,2,2,0,0
52944112,0,0,0,3,0,0,2,0,0
52944122,0,0,0,1,0,0,1,0,0
52944134,2,2,2,4,0,0,4,0,1
52944140,2,2,0,0,0,0,0,0,1
52944152,3,3,0,0,0,1,1,1,1
52963982,1,1,0,1,0,0,1,0,0
52984030,2,2,1,2,0,0,2,0,1
53003952,0,1,0,0,0,3,0,0,0
53004024,3,3,0,0,0,1,0,1,1
53023984,0,0,0,4,0,0,2,0,0
53024016,2,2,0,0,0,1,0,0,1
53043942,2,2,0,0,0,0,0,1,1
53043970,3,3,2,4,0,1,4,0,1
53044014,3,3,0,1,0,4,1,1,1
53044018,2,2,2,3,0,0,3,0,1
53044060,2,2,1,2,0,2,2,1,1
53044140,2,2,2,4,0,1,4,1,1
53063958,2,2,0,0,0,0,0,0,1
53063980,1,1,0,0,0,0,0,0,0
53064066,3,2,0,0,0,0,0,0,1
53064142,1,1,1,4,0,1,3,1,0
53084148,4,3,2,3,0,1,4,1,2
53103946,2,2,0,2,0,0,2,1,1
53104024,3,3,0,0,0,0,0,0,1
53124130,0,0,1,4,0,2,3,1,0
53124134,3,3,0,0,0,0,0,0,1
53164134,1,1,0,0,0,0,0,0,0
53164156,2,2,1,1,0,1,1,1,1
53203962,3,3,0,0,0,0,1,0,1
53203998,2,2,0,0,0,0,0,0,1
53204002,0,0,0,1,0,0,0,0,0
53204128,1,1,0,0,0,0,0,0,0
53223982,3,3,0,1,0,1,1,1,1
53223988,0,0,0,1,0,0,0,0,0
53244012,3,3,0,0,0,0,1,0,1
53283964,3,3,0,0,0,0,1,0,1
53303968,2,2,0,1,0,0,1,0,1
53303986,2,2,0,0,0,1,0,0,1
53343990,2,2,0,0,0,1,0,0,1
53344008,2,2,0,0,0,0,0,0,1
53344166,2,2,1,2,0,2,2,0,1
53384010,0,0,0,0,0,0,0,0,0
53423958,3,3,0,0,0,1,0,0,1
53424012,2,2,0,0,0,0,0,0,1
53443990,0,0,0,0,0,1,0,0,0
53463988,2,2,0,0,0,0,0,0,1
53483996,1,1,0,0,0,1,0,0,0
54781758,4,4,1,1,2,0,1,2,2
54821766,4,4,1,1,3,3,1,3,2
54881764,4,4,0,1,3,1,0,1,2
54901768,4,4,0,1,3,1,1,2,2
54921782,3,3,0,0,0,0,0,1,1
54961762,4,4,1,0,3,1,0,2,2
54961780,4,4,1,0,2,0,0,2,2
55001760,4,4,0,0,2,0,1,2,2
55021774,4,4,0,1,0,0,1,0,2
55121774,4,4,0,0,2,0,0,0,2
55261786,3,3,1,1,0,0,1,1,1
55301796,4,4,0,0,4,0,0,0,2
55321790,4,4,1,1,0,1,1,2,2
55381768,4,4,0,2,0,3,0,0,2
55401766,4,4,0,0,2,0,0,0,2
55401780,4,4,1,2,0,0,0,1,2
55441760,4,4,0,0,0,0,0,1,2
55461754,4,4,0,0,1,0,0,1,2
55481792,4,4,0,1,1,0,1,2,2
55541752,4,4,0,0,2,0,0,0,2
55661480,2,2,0,1,0,2,1,1,1
55681470,4,4,1,1,1,3,1,2,2
55681492,4,4,0,0,4,1,0,1,2
55721490,4,4,1,0,2,1,0,2,2
55941496,4,4,1,0,1,1,0,1,2
56101494,4,4,1,0,1,1,0,1,2
56421486,2,2,1,0,0,1,0,0,1
56621496,4,4,1,0,4,0,0,1,2
56801500,3,3,0,0,0,0,0,0,1
56861470,4,4,0,0,3,0,0,0,2
56881472,4,4,3,0,4,0,0,0,2
56901488,4,4,0,0,4,0,0,1,2
56961498,4,4,0,0,4,0,0,1,2
56981490,4,4,1,0,3,0,0,1,2
57001486,4,4,1,0,3,0,0,2,2
57021478,4,4,0,0,2,0,0,0,2
57061468,2,3,0,0,0,0,0,1,1
57081466,4,4,0,0,0,2,0,0,2
57081488,4,4,1,0,4,0,0,1,2
57121474,4,4,0,0,4,0,0,0,2
57141468,3,3,0,0,0,0,0,2,1
57181462,4,4,0,0,0,0,0,1,2
57241480,3,3,0,0,0,0,0,0,1
57241490,2,2,0,0,0,1,0,1,1
57361504,4,4,0,1,0,0,1,1,2
57461486,4,4,0,1,0,0,0,1,2
57501486,3,3,0,2,0,0,1,2,1
57621488,4,4,1,0,2,0,0,2,2
57641480,4,4,1,0,2,0,0,1,2
57821498,4,4,0,0,1,1,0,0,2
57841488,3,4,0,0,0,0,1,2,1
57981484,4,4,0,0,1,0,0,2,2
57981494,4,4,0,0,0,0,0,2,2
30302136,4,4,0,0,2,0,0,0,2
30342192,4,4,0,0,1,0,0,0,2
54622128,1,1,0,0,0,0,0,0,0
54742132,3,3,0,0,0,2,0,0,1
54882142,4,4,1,1,1,0,1,1,2
54942074,4,4,0,0,1,0,0,1,2
55042104,4,4,2,0,1,0,0,1,2
55102078,4,4,0,1,1,0,0,0,2
55162128,2,2,0,0,0,0,0,0,1
55182130,1,1,0,0,0,0,0,0,0
55222104,4,4,1,0,2,3,0,2,2
55222126,4,4,0,0,1,0,0,0,2
55322126,4,3,1,1,0,0,2,1,2
55362112,3,3,1,1,0,0,2,1,1
55422114,4,4,1,1,0,0,1,1,2
55462100,4,4,2,0,0,0,0,0,2
55462132,3,3,1,0,0,0,0,2,1
55502104,3,3,0,0,0,1,0,0,1
55522128,3,3,0,0,0,0,0,0,1
55582104,3,3,1,0,0,2,0,1,1
55602142,2,2,0,0,0,0,0,0,1
55622110,2,2,1,0,0,2,0,1,1
55642132,2,2,0,0,0,0,0,1,1
55642142,1,1,0,0,0,0,0,0,0
55642150,1,1,0,0,0,0,0,0,0
55682118,4,4,1,0,0,0,0,0,2
55722108,1,1,1,0,0,0,0,0,0
55742124,3,3,1,0,0,1,0,0,1
55762126,3,3,0,0,0,0,0,0,1
55922128,4,4,1,0,0,0,0,0,2
56002124,4,3,0,0,0,1,0,1,2
56002132,2,3,0,0,0,0,0,0,1
56022138,2,2,0,0,0,0,0,0,1
56062128,3,3,0,0,0,0,0,0,1
56142132,4,4,0,0,0,0,0,1,2
56202120,2,2,0,0,0,0,0,1,1
56222114,4,4,1,0,1,0,0,1,2
56302122,4,4,0,0,0,0,0,0,2
56382134,3,3,0,0,0,0,0,0,1
56422152,2,2,0,0,0,1,0,0,1
56522156,1,2,0,0,0,0,0,0,0
56542136,1,1,0,0,0,0,0,0,0
56582212,2,2,0,0,0,0,0,1,1
56622210,3,3,0,0,0,0,0,1,1
56682190,1,1,1,0,0,2,0,2,0
56702146,1,1,0,1,0,0,0,0,0
56722160,2,3,0,0,0,0,0,0,1
56762132,3,3,0,0,0,0,0,1,1
56762172,2,2,0,0,0,0,0,0,1
56762190,3,3,0,0,0,1,0,2,1
56782152,1,1,0,0,0,0,0,0,0
56802166,2,2,0,0,0,0,0,0,1
56802180,4,4,0,0,0,0,0,2,2
56802210,3,2,0,0,0,1,0,2,1
56822134,4,4,0,0,0,0,0,1,2
56842176,4,4,1,0,0,1,0,2,2
56882134,3,2,0,0,0,1,0,2,1
56922188,4,4,1,0,2,0,0,1,2
56922206,4,4,1,0,0,0,0,2,2
56942194,4,4,0,1,0,3,1,1,2
56982198,4,4,0,0,0,0,0,1,2
57002188,3,4,0,0,0,1,0,1,1
53242058,2,3,0,0,0,0,0,0,1
53262034,4,4,1,0,3,0,1,0,2
53442034,3,3,0,0,0,0,0,1,1
53442046,4,4,1,0,3,0,1,2,2
53482034,4,4,0,0,0,1,1,1,2
53522032,3,3,0,0,0,0,0,1,1
53522078,3,3,0,0,0,0,0,0,1
53542026,3,3,0,0,0,1,0,0,1
53542056,4,4,0,0,3,0,0,0,2
53542080,2,2,1,0,0,1,0,1,1
53581998,2,2,0,1,0,0,0,1,1
53582008,4,3,1,1,0,0,2,1,2
53582034,4,4,1,0,1,1,1,2,2
53662034,4,4,0,0,1,1,0,1,2
53662046,4,4,1,1,1,2,1,2,2
53702028,4,4,1,0,1,0,0,0,2
53702032,4,4,2,0,1,0,0,1,2
53721990,4,4,1,0,2,0,0,1,2
53742036,4,4,0,0,1,0,0,2,2
53742054,4,4,0,0,2,0,0,1,2
53762052,4,4,0,0,1,0,0,1,2
53762072,4,4,0,0,0,0,0,0,2
53782068,3,4,0,0,0,1,0,0,1
53802006,4,4,0,0,0,0,0,0,2
53842010,4,4,0,0,2,0,0,1,2
53922084,3,3,0,0,0,1,0,1,1
54002080,2,2,0,0,0,1,0,1,1
54022060,4,4,2,0,0,0,0,1,2
54102054,3,3,0,0,0,0,0,0,1
54102076,2,2,0,0,0,0,0,0,1
54122092,2,2,0,0,0,0,0,0,1
54142086,2,2,0,0,0,0,0,0,1
54182062,3,3,0,0,0,0,0,1,1
54202070,1,2,0,0,0,0,0,0,0
54282012,4,4,0,0,1,0,0,1,2
54282022,4,4,0,0,0,0,0,0,2
54282108,4,4,1,0,0,0,0,0,2
54362020,4,4,1,0,1,0,0,1,2
54382046,3,3,0,0,0,1,0,0,1
54382064,2,2,0,0,0,0,0,0,1
54422010,4,4,0,0,1,0,0,1,2
54422118,4,4,0,0,2,0,0,0,2
54462066,2,2,1,0,0,1,0,0,1
54462094,2,2,0,0,0,2,0,0,1
54482034,1,1,0,0,0,0,0,0,0
54482052,4,4,1,0,0,0,0,1,2
54482070,1,2,0,0,0,0,0,0,0
54482080,2,2,0,0,0,0,0,0,1
54482124,4,4,1,1,4,0,1,1,2
54502014,4,4,0,0,0,0,0,0,2
54522082,1,1,0,0,0,1,0,0,0
54562034,2,3,0,0,0,0,0,0,1
54581990,4,4,0,0,2,0,0,1,2
54662028,1,1,0,0,0,0,0,0,0
54681982,4,4,0,0,1,0,0,0,2
54682090,4,4,1,0,0,0,0,1,2
54722012,4,4,0,0,0,2,1,1,2
54742010,3,3,0,0,0,0,0,1,1
54742096,4,4,0,0,0,0,0,1,2
54762056,2,2,0,0,0,0,0,0,1
54782100,4,4,0,0,2,0,0,0,2
54842098,4,4,1,0,4,0,0,2,2
54862104,4,4,0,1,1,0,0,0,2
54882024,1,2,0,1,0,0,0,0,0
54882082,4,4,0,0,0,0,0,0,2
54962100,4,4,0,0,2,0,0,1,2
52582016,3,3,0,1,0,0,1,1,1
52601984,1,1,0,0,0,0,0,0,0
52602002,3,2,0,0,0,1,0,1,1
52641966,4,4,0,0,2,0,0,0,2
52661964,2,2,0,1,0,0,0,1,1
52661994,3,4,0,0,0,0,0,0,1
52682034,2,2,0,0,0,0,0,0,1
52701978,2,2,0,0,0,0,0,0,1
52702004,3,4,0,0,0,1,0,0,1
52702012,2,3,0,0,0,0,0,0,1
52702036,2,2,0,0,0,0,0,1,1
52721944,3,3,0,0,0,0,0,0,1
52761962,2,2,0,0,0,0,0,1,1
52761992,3,2,0,0,0,0,0,0,1
52762016,2,2,0,0,0,0,0,0,1
52781994,3,3,0,0,0,1,0,1,1
52821972,4,4,1,0,1,0,0,0,2
52821984,3,3,0,0,0,0,0,0,1
52822044,1,1,0,0,0,1,0,0,0
52841986,4,4,0,0,0,0,0,0,2
52842048,2,2,0,0,0,0,0,0,1
52861980,4,4,0,0,3,0,0,0,2
52862002,3,3,0,1,0,0,1,1,1
52881960,4,4,0,0,2,0,0,0,2
52882004,2,2,0,0,0,0,0,0,1
52882044,2,2,0,0,0,2,0,2,1
52901944,4,4,0,0,1,0,0,1,2
52901970,3,2,0,0,0,0,0,1,1
52901992,4,3,0,0,0,0,0,0,2
52902006,1,1,0,0,0,0,0,0,0
52921964,4,4,0,0,3,0,0,0,2
52941980,4,4,0,0,0,0,0,1,2
52942010,2,2,0,0,0,0,0,1,1
52942016,2,2,0,0,0,0,0,0,1
52942028,2,2,0,0,0,0,0,0,1
52942046,1,1,0,0,0,0,0,0,0
52961976,3,3,0,0,0,0,0,1,1
52982010,2,2,0,0,0,0,0,0,1
53001972,2,2,0,0,0,1,0,1,1
53001984,3,3,0,0,1,1,1,2,1
53002008,1,1,0,0,0,0,0,0,0
53002044,4,4,1,0,0,0,0,0,2
53021976,4,4,0,0,0,0,0,1,2
53022012,3,3,0,0,0,0,0,0,1
53041944,2,2,0,1,0,0,0,0,1
53041990,4,3,1,1,0,2,2,2,2
53042008,2,2,0,0,0,0,0,0,1
53042016,2,3,0,0,0,1,0,1,1
53042028,4,4,0,0,1,0,0,0,2
53042044,4,4,0,0,4,0,0,1,2
53062014,3,3,0,0,0,0,0,0,1
53081944,3,3,0,0,0,0,0,0,1
53081962,3,2,1,1,0,0,1,2,1
53082046,4,4,0,0,0,0,0,0,2
53101990,4,4,1,1,0,0,1,1,2
53121998,3,3,0,0,0,0,0,1,1
53122034,4,4,0,0,2,0,0,0,2
53141948,2,1,0,0,0,1,0,1,1
53141958,4,4,0,0,3,0,0,0,2
53161988,4,4,0,0,0,0,0,0,2
53162014,4,4,0,0,1,0,0,1,2
53162024,4,4,0,0,0,0,0,2,2
53201946,4,4,0,0,2,0,1,2,2
53201958,4,4,0,0,0,0,0,0,2
53201968,3,3,0,0,0,0,0,1,1
53202000,4,4,0,1,2,1,0,1,2
53221972,4,4,1,1,1,0,2,2,2
53221984,4,4,0,0,1,0,0,1,2
53241950,4,4,0,0,0,1,0,1,2
53241996,4,4,0,0,1,0,0,1,2
53242014,4,4,0,0,3,0,0,0,2
53261970,3,3,0,0,0,0,1,2,1
53281994,4,4,1,1,3,0,2,1,2
53301952,2,2,0,0,0,0,0,0,1
53301974,4,4,0,0,2,0,0,2,2
53301992,4,4,0,0,3,0,0,1,2
53321948,3,3,0,0,0,0,0,0,1
53341988,4,4,0,0,2,0,0,1,2
53342000,4,4,0,0,1,0,0,2,2
53361962,3,3,0,0,0,0,0,0,1
53361972,3,3,0,0,0,0,0,0,1
53421960,4,3,0,0,0,0,0,0,2
53441970,4,3,1,1,0,0,2,2,2
53441998,4,4,0,0,0,3,1,2,2
53442006,3,3,1,2,0,0,3,2,1
53461984,3,3,0,0,0,0,0,0,1
53461994,3,3,0,0,0,0,0,0,1
53462002,4,4,0,0,4,0,0,0,2
53481974,3,3,1,1,0,0,2,1,1
51981896,4,4,1,0,2,0,1,1,2
52081884,4,4,1,1,0,0,1,1,2
52081888,3,3,1,1,0,0,1,1,1
52121868,4,3,1,1,2,0,2,2,2
52141926,2,2,0,0,0,0,1,0,1
52181880,3,3,2,1,0,1,2,2,1
52181902,3,3,1,1,0,1,1,2,1
52321948,4,4,0,0,2,0,0,1,2
52381876,2,2,0,1,0,1,1,1,1
52401908,3,3,0,1,0,0,1,1,1
52401956,4,4,0,0,1,0,0,1,2
52421918,4,4,1,0,1,3,1,2,2
52441906,2,3,0,0,0,0,1,1,1
52521950,3,3,0,0,0,0,0,0,1
52521960,3,3,0,0,0,0,0,0,1
52561900,2,2,0,0,0,2,0,1,1
52561940,2,2,0,1,0,0,0,0,1
52581926,2,3,0,0,0,0,0,0,1
52581944,3,3,1,0,0,0,0,0,1
52601886,3,3,0,0,0,0,1,1,1
52601900,1,1,0,0,0,0,1,1,0
52641846,4,4,1,0,0,1,1,0,2
52641864,3,3,1,1,0,0,1,2,1
52641894,3,3,0,1,0,1,2,2,1
52701914,4,3,1,2,0,0,3,2,2
52721908,4,4,0,0,2,0,0,1,2
52741922,3,3,1,1,2,0,2,1,1
52761854,2,2,0,0,0,0,1,0,1
52801884,4,4,0,0,2,1,0,0,2
52861882,3,3,1,1,0,1,2,2,1
52901866,2,2,0,1,0,0,1,1,1
52941880,3,3,0,0,0,0,0,0,1
52981856,3,3,0,0,0,0,0,1,1
54221900,4,4,0,0,1,3,1,2,2
52981916,2,2,0,1,0,0,1,0,1
53041908,3,3,1,0,2,0,1,1,1
53121938,4,4,0,0,0,0,0,1,2
53161898,2,2,0,1,0,0,1,1,1
53161934,3,3,0,0,0,0,0,0,1
53221936,2,2,0,0,0,1,0,0,1
53261884,3,3,0,0,0,0,0,1,1
53301920,4,4,0,0,3,0,0,0,2
53321876,2,3,0,0,0,1,0,0,1
53321886,3,3,0,0,0,0,0,0,1
53321894,3,3,0,0,0,0,0,0,1
53321936,2,3,0,0,0,0,0,0,1
53341880,2,2,0,0,0,0,0,1,1
53381878,2,2,0,0,0,0,0,0,1
53401876,2,2,0,0,0,0,0,0,1
53401900,4,4,1,0,0,0,0,1,2
53401926,3,3,0,0,0,0,0,0,1
53421888,3,3,0,0,0,0,0,0,1
53421892,3,3,0,0,0,1,0,0,1
53441902,4,4,1,0,1,0,0,1,2
53481902,4,4,0,0,0,0,0,1,2
53521934,1,1,0,0,0,0,0,0,0
53541918,3,3,0,0,0,0,0,0,1
53541954,4,4,0,0,1,0,0,1,2
53561914,3,3,0,0,0,0,0,0,1
53561932,3,3,0,0,0,0,0,0,1
53561982,1,1,0,0,0,0,0,0,0
53581926,2,3,0,0,0,0,0,0,1
53581972,2,2,0,0,0,0,0,0,1
53581980,1,2,0,1,0,0,1,0,0
53601892,3,3,0,0,0,1,0,0,1
53601946,2,3,0,0,0,0,0,0,1
53601982,1,2,0,0,0,0,0,0,0
53621866,4,4,0,0,0,0,0,0,2
53621916,4,4,0,0,1,0,0,1,2
53621920,2,2,0,0,0,0,0,0,1
53621962,3,4,1,0,0,1,0,1,1
53641876,3,3,0,0,0,1,0,0,1
53641882,3,4,0,0,0,1,0,0,1
53641894,4,4,0,0,0,0,0,0,2
53641948,4,4,0,0,0,0,0,1,2
53641966,3,3,0,0,0,1,0,0,1
53661974,4,4,0,0,1,0,0,0,2
53701884,3,3,0,0,0,0,0,0,1
